,Equipment Number,Equipment Class,Equipment Category,Service Group,Department,Make,Model,Year,Site,Mileage2024 (km),HourMeter2024 (hours),DowntimeHours2024 (hours),LaborHours2024 (hours),PrimaryMetric,Age
831,C7684,"TRUCK, CLASS 7, CREW CAB, CHIP BODY",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FREIGHTLINER,M2-106,2013,SUNSET NURSERY (290 E. 51ST),1517.0,19.0,48.05083323,15.80945,mileage,12
832,D7500,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,RANGER,2011,STANLEY PARK SERVICE YD.,29495.0,,232.7630558,48.26192,mileage,14
833,A0335,"FORKLIFT, LIGHT",hvy equip,Corporate Services Group,FACILITIES - TACTICAL TRAINING CENTRE,TOYOTA,7FBEU18,2009,VPD TRAINING CENTRE (2010 GLEN),,0.0,48.01277781,3.58641,hours,16
834,A1247,"CONSTRUCTION, LOADER, SKID STEER",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,BOBCAT,S300,2009,NATIONAL YD. (701 NATIONAL),,707.0,124.766111,88.80551,hours,16
835,A1629,"FORKLIFT, LIGHT",hvy equip,Engineering Services,ENGINEERING EQUIPMENT OPER.,CATERPILLAR,GP25,1998,MANITOBA YD. (250 W. 70TH),,263.0,117.191946,112.7841,hours,27
836,A1771,"FORKLIFT, REACH, STAND-UP, ELECTRIC",hvy equip,Corporate Services Group,FINANCE CENTRAL STORES,CROWN,RR5210-35,2004,NATIONAL YD. (701 NATIONAL),,9.0,204.5094435,6.80444,hours,21
837,A1900,"KNUCKLE BOOM, ELEC, 30 FT",hvy equip,Engineering Services,ENGINEERING EQUIPMENT OPER.,GENIELIFT,Z-30/20N,2002,MANITOBA YD. (250 W. 70TH),,0.0,68.31138839,20.64917,hours,23
838,A2108,"ASPHALT, GRINDER, 200HP",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,WIRTGEN,W 100,2008,NATIONAL YD. (701 NATIONAL),,715.0,859.8108252,305.75941,hours,17
839,A2241,"CONSTRUCTION, LOADER, 4-6 YARD, RUBBER",hvy equip,Engineering Services,ENGINEERING KENT CONSTRUCTION S & S,KOMATSU,WA480-6,2009,KENT YARD (900 E. KENT),,488.0,161.5430517,102.61275,hours,16
840,A2244,"PAVING, PAVER, TRACK",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,BLAW KNOX,DM5500,1999,NATIONAL YD. (701 NATIONAL),,83.0,123.2786108,30.92833,hours,26
841,A2359,"GENERATOR, TRAILER, EMERGENCY, 35 KW",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,EBI,4U13GENRTR,1990,VARIOUS ON SITE,,0.0,175.3533325,23.81723,hours,35
842,A2361,"GENERATOR, TRAILER, EMERGENCY, 35 KW",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,EBI,4S9GENRTR,1990,MANITOBA YD. (250 W. 70TH),,29.0,90.71666431,28.5511,hours,35
843,A2377,"HYDROJETTER, TRAILER MT",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,TRAILERJET,707,2004,MANITOBA YD. (250 W. 70TH),,33.0,225.5744429,47.46363,hours,21
844,A2378,"HYDROJETTER, TRAILER MT",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,O'BRIEN,3518-SC,2004,MANITOBA YD. (250 W. 70TH),,69.0,249.7716658,36.71973,hours,21
845,A2509,"CONSTRUCTION, HYDRAULIC  MOBILE CRANE, 12-20T",hvy equip,Engineering Services,ENGINEERING EQUIPMENT OPER.,GALION,150F,1982,MANITOBA YD. (250 W. 70TH),,42.0,124.7005529,22.61138,hours,43
846,A5026,"FORKLIFT, LIGHT",hvy equip,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,CATERPILLAR,GP40,1997,NATIONAL YD. (701 NATIONAL),,58.0,139.4688886,28.93667,hours,28
847,A5525,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,CASE,590SM3+,2009,MANITOBA YD. (250 W. 70TH),,984.0,199.4619439,149.45611,hours,16
848,a5664,"SWEEPER, MECHANICAL, VACUUM ASSIST, RIDE-ON, DIESEL",hvy equip,Engineering Services,ENGINEERING SANITATION OPER.,RAVO,9900,2014,MANITOBA YD. (250 W. 70TH),,300.0,722.8736135,11.57139,hours,11
849,B1643,"FORKLIFT, LIGHT",hvy equip,Engineering Services,ENGINEERING EQUIPMENT OPER.,TOYOTA,7FGCU35,2003,MANITOBA YD. (250 W. 70TH),,223.0,250.5275011,101.55307,hours,22
850,B2121,"CONSTRUCTION, ROAD GRADER, 100-125 HP",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,JOHN DEERE,570B,1993,NATIONAL YD. (701 NATIONAL),,0.0,215.241951,1.30472,hours,32
851,B2122,"CONSTRUCTION, ROAD GRADER, 100-125 HP",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,JOHN DEERE,570B,1993,NATIONAL YD. (701 NATIONAL),,137.0,62.92833349,6.41249,hours,32
852,B2171,"CONSTRUCTION, LOADER BACKHOE, MEDIUM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,CASE,590SM-2,2008,NATIONAL YD. (701 NATIONAL),,897.0,412.9544477,307.65008,hours,17
853,B2202,"CONSTRUCTION, LOADER, SKID STEER",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,BOBCAT,S250K,2008,NATIONAL YD. (701 NATIONAL),,628.0,105.0733313,43.93972,hours,17
854,B2206,"PAVING, ROLLER VIBRATING/COMBO, 1-4.99 TON",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,AMMANN,AV 16K,2003,NATIONAL YD. (701 NATIONAL),,208.0,151.5980542,107.75391,hours,22
855,B2224,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2009,NATIONAL YD. (701 NATIONAL),,5.0,22.05416632,7.59805,hours,16
856,B2235,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,VARIOUS ON SITE,,31.0,221.4113932,46.31583,hours,21
857,B2236,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,VARIOUS ON SITE,,18.0,63.57471991,14.02973,hours,21
858,B2237,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,VARIOUS ON SITE,,29.0,93.69666672,18.96862,hours,21
859,B2238,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,VARIOUS ON SITE,,28.0,180.6252775,12.32473,hours,21
860,B2252,"PAVING, CRACK FILL MELTER, 250 GAL",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,CIMLINE,230DH,2004,NATIONAL YD. (701 NATIONAL),,351.0,498.5305553,143.28889,hours,21
861,B2301,"CLEANER, SEWER BUCKET DRAGGER, TRAILER, LARGE",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,SRECO,30HP/PI/H/D,2007,MANITOBA YD. (250 W. 70TH),,0.0,59.99778008,5.94694,hours,18
862,B2302,"CLEANER, SEWER BUCKET DRAGGER, TRAILER, LARGE",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,SRECO,30HP/PI/H/D,2007,MANITOBA YD. (250 W. 70TH),,8.0,52.4066664,12.905,hours,18
863,B2308,"PAVING, ROLLER VIBRATING, TANDEM, 2 TON",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,BOMAG,BW900-2,2007,NATIONAL YD. (701 NATIONAL),,105.0,127.4883326,59.79613,hours,18
864,B2320,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,INGERSOL RAND,P185WIR,2004,MANITOBA YD. (250 W. 70TH),,21.0,33.54277825,22.48973,hours,21
865,B2323,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,INGERSOL RAND,P185WIR,2004,MANITOBA YD. (250 W. 70TH),,56.0,128.2863908,38.75609,hours,21
866,B2324,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,INGERSOL RAND,P185WIR,2004,MANITOBA YD. (250 W. 70TH),,19.0,54.20083284,9.32749,hours,21
867,B2328,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,INGERSOL RAND,P185WIR,2004,VARIOUS ON SITE,,7.0,40.69638872,8.00306,hours,21
868,B2360,"GENERATOR, TRAILER, EMERGENCY, DIESEL, 300-400 KW",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,STAMFORD,HCI534F,2007,VARIOUS ON SITE,,42.0,29.14055538,23.04557,hours,18
869,B2705,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,NATIONAL YD. (701 NATIONAL),,73.0,139.6225014,21.46332,hours,21
870,B2706,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,NATIONAL YD. (701 NATIONAL),,29.0,375.655549,20.12502,hours,21
871,B2707,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,NATIONAL YD. (701 NATIONAL),,83.0,205.8208244,13.87669,hours,21
872,B2708,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,NATIONAL YD. (701 NATIONAL),,57.0,46.40888882,13.21444,hours,21
873,B2709,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,NATIONAL YD. (701 NATIONAL),,57.0,167.4958342,34.9022,hours,21
874,B7787,"PAVING, ROLLER VIBRATING, TANDEM, 2 TON",hvy equip,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,WACKER,RD11A,2002,EVANS YARD (955 EVANS AVE.),,5.0,91.08527756,20.88,hours,23
875,B7900,"FORKLIFT, LIGHT",hvy equip,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,TOYOTA,7FGU25,2004,EVANS YARD (955 EVANS AVE.),,0.0,96.81527794,3.82389,hours,21
876,C1554,"SWEEPER, MECHANICAL, VACUUM ASSIST, RIDE-ON, DIESEL",hvy equip,Engineering Services,ENGINEERING SANITATION OPER.,TENNANT,SENTINEL,2004,NATIONAL YD. (701 NATIONAL),,300.0,989.3435932,269.76638,hours,21
877,C1572,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,997.0,471.9702729,217.64138,hours,20
878,C1573,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1868.0,708.4919488,467.32168,hours,20
879,C1574,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1440.0,507.568055,310.14176,hours,20
880,C1575,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1189.0,700.7977868,431.43499,hours,20
881,C1576,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1253.0,469.1961144,269.46219,hours,20
882,C1577,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1218.0,525.0238902,404.07636,hours,20
883,C1578,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1624.0,780.471102,536.16336,hours,20
884,C1579,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1196.0,880.5047177,421.41748,hours,20
885,C1580,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1321.0,472.7388836,323.33897,hours,20
886,C1581,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1318.0,553.9236185,306.95614,hours,20
887,C1582,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1383.0,897.5802867,418.22247,hours,20
888,C1583,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1116.0,438.8188882,358.43088,hours,20
889,C1584,"TRUCK, REFUSE, REAR LOADER, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1498.0,310.3255518,223.30799,hours,20
890,C1585,"TRUCK, REFUSE, REAR LOADER, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,2100.0,269.0138904,253.4589,hours,20
891,C1586,"TRUCK, REFUSE, REAR LOADER, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1536.0,205.0130548,145.31168,hours,20
892,C1587,"TRUCK, REFUSE, REAR LOADER, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1408.0,207.3466679,134.12668,hours,20
893,C1588,"TRUCK, REFUSE, REAR LOADER, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,881.0,372.8258338,301.81329,hours,20
894,C1627,"FORKLIFT, LIGHT",hvy equip,Engineering Services,ENGINEERING EQUIPMENT OPER.,TOYOTA,7FGU25,2004,MANITOBA YD. (250 W. 70TH),,321.0,230.5283332,117.09922,hours,21
895,C1674,"FORKLIFT, HEAVY",hvy equip,Corporate Services Group,FINANCE CENTRAL STORES,TOYOTA,5FD70,2002,MANITOBA YD. (250 W. 70TH),,678.0,284.9947156,51.5361,hours,23
896,C1680,"FORKLIFT, HEAVY",hvy equip,Corporate Services Group,FINANCE CENTRAL STORES,KOMATSU,FG70T-8,2008,MANITOBA YD. (250 W. 70TH),,423.0,157.5930552,93.00224,hours,17
897,C1718,"TRUCK, AERIAL, 40 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,FS-65,2006,NATIONAL YD. (701 NATIONAL),,298.0,370.0741628,26.86611,hours,19
898,C1719,"TRUCK, AERIAL, 40 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,FS-65,2006,NATIONAL YD. (701 NATIONAL),,201.0,1321.720009,66.15751,hours,19
899,C1720,"TRUCK, AERIAL, 40 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,FS-65,2006,NATIONAL YD. (701 NATIONAL),,1181.0,64.33638906,24.11556,hours,19
900,C2037,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING WATERWORKS OPER.,CASE,590SN,2013,MANITOBA YD. (250 W. 70TH),,920.0,53.62166542,53.43137,hours,12
901,C2105,"PAVING, ROLLER VIBRATING, TANDEM, 6-10.99 TON",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,CATERPILLAR,CB434,2005,NATIONAL YD. (701 NATIONAL),,276.0,119.8958346,17.53223,hours,20
902,C2134,"CONSTRUCTION, LOADER, 1.5-3 YARD, RUBBER",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,CATERPILLAR,938G,2004,NATIONAL YD. (701 NATIONAL),,438.0,200.054446,77.96999,hours,21
903,C2136,"CONSTRUCTION, LOADER, EXCAVATOR, TRUCK MOUNTED, LARGE",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,GRADALL,XL4100,2002,NATIONAL YD. (701 NATIONAL),,107.0,295.3700008,110.08945,hours,23
904,C2137,"CONSTRUCTION, LOADER, EXCAVATOR, TRUCK MOUNTED, LARGE",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,GRADALL,XL4100,2006,NATIONAL YD. (701 NATIONAL),,861.0,169.7616664,85.80834,hours,19
905,C2166,"CONSTRUCTION, LOADER, FLAIL MOWER",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,NEW HOLLAND,TS110,2002,MANITOBA YD. (250 W. 70TH),,277.0,312.5644449,42.76364,hours,23
906,C2167,"CONSTRUCTION, LOADER, SKID STEER",hvy equip,Engineering Services,ENGINEERING KENT CONSTRUCTION S & S,BOBCAT,A300,2004,KENT YARD (900 E. KENT),,149.0,94.47444457,71.07084,hours,21
907,C2200,"PAVING, ROLLER, RUBBER TIRE, 20 TON",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,AMMANN,AP 240,2005,NATIONAL YD. (701 NATIONAL),,554.0,620.2886108,222.72588,hours,20
908,C2201,"PAVING, ROLLER, RUBBER TIRE, 20 TON",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,AMMANN,AP 240,2005,NATIONAL YD. (701 NATIONAL),,485.0,174.1616668,112.60892,hours,20
909,C2203,"PAVING, ROLLER VIBRATING/COMBO, 1-4.99 TON",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,AMMANN,AV 26K,2003,NATIONAL YD. (701 NATIONAL),,241.0,554.3761103,115.05666,hours,22
910,C2205,"PAVING, ROLLER VIBRATING, TANDEM, 6-10.99 TON",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,CATERPILLAR,CB434,2005,NATIONAL YD. (701 NATIONAL),,194.0,116.8363912,26.66776,hours,20
911,C2217,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,NATIONAL YD. (701 NATIONAL),,51.0,68.41388798,23.73001,hours,21
912,C2219,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,NATIONAL YD. (701 NATIONAL),,62.0,59.97333395,26.01109,hours,21
913,C2220,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,NATIONAL YD. (701 NATIONAL),,70.0,80.43166637,21.55253,hours,21
914,C2222,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2009,MANITOBA YD. (250 W. 70TH),,15.0,80.13444543,11.2325,hours,16
915,C2223,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,INGERSOL RAND,P185WIR,2004,MANITOBA YD. (250 W. 70TH),,26.0,228.2894448,17.79693,hours,21
916,C2226,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2009,MANITOBA YD. (250 W. 70TH),,11.0,35.2697224,12.93779,hours,16
917,C2228,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,VARIOUS ON SITE,,1.0,45.50500011,10.34362,hours,21
918,C2230,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,NATIONAL YD. (701 NATIONAL),,2.0,80.18305469,12.84695,hours,21
919,C2233,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,MANITOBA YD. (250 W. 70TH),,358.0,178.1388884,74.73696,hours,21
920,C2240,"PAVING, ROLLER VIBRATING, TANDEM, 6-10.99 TON",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,CATERPILLAR,CB434,2006,NATIONAL YD. (701 NATIONAL),,448.0,83.22305608,30.69086,hours,19
921,C2245,"PAVING, PAVER, RUBBER",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,BLAW KNOX,PF3172,2003,NATIONAL YD. (701 NATIONAL),,734.0,413.5452751,408.03051,hours,22
922,C2300,"CONSTRUCTION, BACKHOE, 1.5 YARD ON TRACK",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,LINKBELT,470X3,2013,MANITOBA YD. (250 W. 70TH),,364.0,150.1433362,100.88026,hours,12
923,C2305,"CONSTRUCTION, BACKHOE, 1 YARD ON TRACK",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,CATERPILLAR,328DLCR,2009,MANITOBA YD. (250 W. 70TH),,943.0,186.1394451,171.0475,hours,16
924,C2315,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,INGERSOL RAND,P185WIR,2005,MANITOBA YD. (250 W. 70TH),,51.0,28.52861118,22.48279,hours,20
925,C2317,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,INGERSOL RAND,P185WIR,2005,MANITOBA YD. (250 W. 70TH),,40.0,28.20083284,11.59139,hours,20
926,C2319,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,INGERSOL RAND,P185WIR,2005,VARIOUS ON SITE,,11.0,59.30749941,20.3397,hours,20
927,C2321,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,INGERSOL RAND,P185WIR,2005,MANITOBA YD. (250 W. 70TH),,5.0,39.01194382,12.54388,hours,20
928,C2335,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,INGERSOL RAND,P185WIR,2005,MANITOBA YD. (250 W. 70TH),,22.0,21.07972264,13.65779,hours,20
929,C2336,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,INGERSOL RAND,P185WIR,2005,MANITOBA YD. (250 W. 70TH),,40.0,31.27111128,11.68833,hours,20
930,C2374,"CONSTRUCTION, LOADER BACKHOE, HEAVY",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,CASE,590SM-2,2008,MANITOBA YD. (250 W. 70TH),,760.0,219.6047233,151.68194,hours,17
931,C2408,"SWEEPER, RIDE-0N, SMALL",hvy equip,Engineering Services,ENGINEERING SANITATION OPER.,APPLIED SWEEPER,525HS,2006,NATIONAL YD. (701 NATIONAL),,171.0,1578.890555,193.57611,hours,19
932,C2654,"TURF, MOWER, ROTARY, 60-72"", RIDE-ON",hvy equip,Community Services Group,CEMETERY,JOHN DEERE,1445,2010,MNTN VIEW CEMETERY(5455FRASER),,312.0,162.1652797,45.30111,hours,15
933,C2703,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Engineering Services,ENGINEERING STREETS OPER.,INGERSOL RAND,P185WIR,2004,NATIONAL YD. (701 NATIONAL),,21.0,132.1597228,15.83248,hours,21
934,C7914,"CONSTRUCTION, LOADER, 1.5-3 YARD, RUBBER",hvy equip,Engineering Services,ENGINEERING SEWERS OPER.,CATERPILLAR,924G,2002,MANITOBA YD. (250 W. 70TH),,20.0,2629.310007,164.11026,hours,23
935,C7923,"SCREENER, BEACHSAND, MOBILE",hvy equip,Parks & Recreation,PARK BOARD STANLEY DISTRICT,CHERRINGTON,5000,2004,STANLEY PARK SERVICE YD - DOWNTOWN,,35.0,344.5647243,173.49802,hours,21
936,C7930,"COMPRESSOR, TRAILER, 185 CFM",hvy equip,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,INGERSOL RAND,P185WIR,2004,EVANS YARD (955 EVANS AVE.),,0.0,31.1555562,15.46251,hours,21
937,C7964,"TURF, TRACTOR, LAWN, MEDIUM",hvy equip,Parks & Recreation,PARK BOARD STANLEY DISTRICT,NEW HOLLAND,T4020,2009,STANLEY PARK SERVICE YD.,,1174.0,75.99944502,52.99638,hours,16
938,D1555,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1379.0,816.1300004,378.71756,hours,20
939,D1556,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1358.0,826.6561093,408.80529,hours,20
940,D1557,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1425.0,594.9972248,416.20943,hours,20
941,D1558,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1394.0,427.4674973,398.41473,hours,20
942,D1559,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1125.0,809.2697186,652.88477,hours,20
943,D1560,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1359.0,434.9558332,293.10932,hours,20
944,D1562,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1760.0,469.7416659,337.4203,hours,20
945,D1563,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1436.0,829.0452796,624.57137,hours,20
