,Equipment Number,Equipment Class,Equipment Category,Service Group,Department,Make,Model,Year,Site,Mileage2024 (km),HourMeter2024 (hours),DowntimeHours2024 (hours),LaborHours2024 (hours),PrimaryMetric,Age,CO2(g/km),Total CO2 Emission (g),CO2(g/hour),Priority Score,Priority rank,Prioritized
775,C1522,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),10985.0,,412.6238887,287.59638,mileage,16,2140.9024817627105,23517813.76216337,,0.5385285916912126,86.0,0
776,C1524,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),11989.0,,476.8447205,341.63632,mileage,16,2140.9024817627105,25667279.853853136,,0.5716323103233498,79.0,0
777,C1555,"TRUCK, REFUSE, REAR LOADER, 25 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,GENERAL MOTORS,TF7B064,2001,MANITOBA YD. (250 W. 70TH),17872.0,,486.4527826,218.00249,mileage,24,2617.221966768986,46774990.99009532,,0.7586493260065943,12.0,1
778,C1564,"TRUCK, REFUSE, REAR LOADER, 25 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,GENERAL MOTORS,TF7B064,2001,MANITOBA YD. (250 W. 70TH),17042.0,,1018.844442,381.69503,mileage,24,2617.221966768986,44602696.75767706,,0.8991239467782789,1.0,1
779,C1567,"TRUCK, REFUSE, REAR LOADER, 25 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,GENERAL MOTORS,TF7B064,2001,MANITOBA YD. (250 W. 70TH),18750.0,,323.1866677,163.49641,mileage,24,2617.221966768986,49072911.87691849,,0.7135411396431737,27.0,1
780,C1568,"TRUCK, REFUSE, REAR LOADER, 25 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,GENERAL MOTORS,TF7B064,2001,MANITOBA YD. (250 W. 70TH),11288.0,,491.9222209,206.40216,mileage,24,2617.221966768986,29543201.560888316,,0.7538342791451874,14.0,1
781,C1881,"TRUCK, REFUSE, LITTER PICKUP, SEMI-AUTOMATED",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,FORD,F350,2009,MANITOBA YD. (250 W. 70TH),9001.0,1378.0,372.1416669,87.67806,mileage,16,2617.221966768986,23557614.92288764,,0.6836420520734728,37.0,0
782,C1939,"TRUCK, WELDER, SERVICE",hvy trk,Engineering Services,ENGINEERING EQUIPMENT OPER.,FREIGHTLINER,M2-106,2005,MANITOBA YD. (250 W. 70TH),2000.0,,252.0283307,36.87528,mileage,20,2140.9024817627105,4281804.963525421,,0.4012858946024592,134.0,0
783,C1944,"TRUCK, TIRE SERVICE, CRANE",hvy trk,Engineering Services,ENGINEERING EQUIPMENT OPER.,FREIGHTLINER,M2-106,2006,MANITOBA YD. (250 W. 70TH),13312.0,,1452.861664,131.56335,mileage,19,1654.6658878795035,22026912.29945195,,0.3395709713228536,172.0,0
784,C1949,"TRUCK, WELDER, SERVICE",hvy trk,Engineering Services,ENGINEERING EQUIPMENT OPER.,FREIGHTLINER,M2-106,2005,MANITOBA YD. (250 W. 70TH),1927.0,,342.4516675,43.46608,mileage,20,2140.9024817627105,4125519.082356743,,0.4151502932347694,119.0,0
785,D1336,"TRUCK, SEWER CLEANER, HYDRAULIC & EDUCTOR",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,INTERNATIONAL,SF637,2008,MANITOBA YD. (250 W. 70TH),8105.0,,540.5225005,230.68887,mileage,17,2144.668000546808,17382534.144431878,,0.5288628680761935,89.0,0
786,D1337,"TRUCK, SEWER CLEANER, HYDRAULIC & EDUCTOR",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,INTERNATIONAL,SF637,2008,MANITOBA YD. (250 W. 70TH),9392.0,,676.7497189,274.14501,mileage,17,2144.668000546808,20142721.86113562,,0.5655473582900882,80.0,0
787,D1338,"TRUCK, SEWER CLEANER, HYDRAULIC & EDUCTOR",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,INTERNATIONAL,SF637,2008,MANITOBA YD. (250 W. 70TH),6742.0,,707.1011104,260.43076,mileage,17,2144.668000546808,14459351.659686578,,0.5626968396674574,81.0,0
788,D1339,"TRUCK, SEWER CLEANER, HYDRAULIC & EDUCTOR",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,INTERNATIONAL,SF637,2008,MANITOBA YD. (250 W. 70TH),4618.0,,915.4088963,235.05473,mileage,17,2144.668000546808,9904076.82652516,,0.5755255582426608,78.0,0
789,D1347,"TRUCK, SEWER CLEANER, HYDRAULIC & EDUCTOR",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,INTERNATIONAL,SF637,2008,MANITOBA YD. (250 W. 70TH),10243.0,,803.1272243,348.92367,mileage,17,2144.668000546808,21967834.329600956,,0.6158183799988017,65.0,0
790,D1364,"TRUCK, CLASS 8, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,FREIGHTLINER,114SD,2013,MANITOBA YD. (250 W. 70TH),7342.0,214.0,171.2347224,22.06836,mileage,12,2527.744292691414,18558698.59694036,,0.5829635406162419,71.0,0
791,D1373,"TRUCK, CLASS 8, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,FREIGHTLINER,114SD,2013,MANITOBA YD. (250 W. 70TH),1023.0,87.0,205.3630545,6.17248,mileage,12,2527.744292691414,2585882.4114233167,,0.5795344818128392,75.0,0
792,D1374,"TRUCK, CLASS 8, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,FREIGHTLINER,114SD,2013,MANITOBA YD. (250 W. 70TH),7943.0,235.0,194.9924998,4.98889,mileage,12,2527.744292691414,20077872.916847903,,0.5777428667700849,77.0,0
793,D1378,"TRUCK, CLASS 8, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,FREIGHTLINER,114SD,2013,MANITOBA YD. (250 W. 70TH),4939.0,411.0,390.0222218,29.03388,mileage,12,2527.744292691414,12484529.061602894,,0.6122778179114832,68.0,0
794,D1379,"TRUCK, CLASS 8, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,FREIGHTLINER,114SD,2013,MANITOBA YD. (250 W. 70TH),2762.0,254.0,202.9252777,10.45334,mileage,12,2527.744292691414,6981629.736413686,,0.5812614731286232,73.0,0
795,D1439,"TRUCK, REFUSE, LITTER PICKUP, SEMI-AUTOMATED",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,FORD,F350,2009,MANITOBA YD. (250 W. 70TH),21990.0,1424.0,327.7900012,137.49499,mileage,16,2617.221966768986,57552711.04925,,0.7018375584104732,29.0,1
796,D1523,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),12415.0,,244.1491653,206.7697,mileage,16,2140.9024817627105,26579304.31108405,,0.4803989664461668,101.0,0
797,D1525,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),11501.0,,400.5888887,333.75363,mileage,16,2140.9024817627105,24622519.44275293,,0.5588449116412986,82.0,0
798,D1898,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 12 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,FREIGHTLINER,M2-106,2014,MANITOBA YD. (250 W. 70TH),7885.0,,439.7750049,18.22917,mileage,11,2617.221966768986,20636795.20797345,,0.6589665448928348,48.0,0
799,E1896,"TRUCK, REFUSE, SIDE LOADER, 10 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,FREIGHTLINER,MT55,2014,MANITOBA YD. (250 W. 70TH),7885.0,,747.3191245,70.82446,mileage,11,2617.221966768986,20636795.20797345,,0.7203412243387883,24.0,1
800,E1897,"TRUCK, REFUSE, SIDE LOADER, 10 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,FREIGHTLINER,MT55,2014,MANITOBA YD. (250 W. 70TH),7885.0,,355.6055473,95.25059,mileage,11,2617.221966768986,20636795.20797345,,0.685242525650903,35.0,1
801,E2461,"SWEEPER, AIR, 4 WHEEL, 8 CU.YD.",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,AUTOCAR,ACMD42,2013,MANITOBA YD. (250 W. 70TH),8202.0,940.0,845.6188789,111.64219,mileage,12,1654.6658878795035,13571569.612387689,,0.2579322009555008,191.0,0
802,E2462,"SWEEPER, AIR, 4 WHEEL, 8 CU.YD.",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,AUTOCAR,ACMD42,2013,MANITOBA YD. (250 W. 70TH),12407.0,1576.0,821.83055,178.23141,mileage,12,1654.6658878795035,20529439.670921,,0.28647716087512776,181.0,0
803,E2464,"SWEEPER, AIR, 4 WHEEL, 8 CU.YD.",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,AUTOCAR,ACMD42,2013,MANITOBA YD. (250 W. 70TH),7337.0,940.0,1100.743332,115.16284,mileage,12,1654.6658878795035,12140283.619371915,,0.2899468567928359,180.0,0
804,E2465,"SWEEPER, AIR, 4 WHEEL, 8 CU.YD.",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,AUTOCAR,ACMD42,2013,MANITOBA YD. (250 W. 70TH),7568.0,873.0,918.8305512,92.6272,mileage,12,1654.6658878795035,12522511.439472085,,0.2576837885934613,192.0,0
805,E7543,"TRUCK, REFUSE, REAR LOADER, 8 YARD, DIESEL/ELEC",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,HINO,195-2-HYBR,2014,MANITOBA YD. (250 W. 70TH),32552.0,,266.4305549,45.173,mileage,11,2617.221966768986,85195809.46226403,,0.6510366273905085,50.0,0
806,F7663,"TRUCK, REFUSE, REAR LOADER, 8 YARD, DIESEL/ELEC",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,HINO,195-2-HYBR,2014,MANITOBA YD. (250 W. 70TH),25965.0,,229.1397235,49.78667,mileage,11,2617.221966768986,67956168.36715673,,0.648773465617448,53.0,0
807,A5413,"BUS, 16 PASSENGER",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,AEROTECH,2006,KERRISDALE CC (5851 W.BLVD.),0.0,,49.15805459,13.2164,mileage,19,2121.6150720171004,0.0,,0.35611461704454983,170.0,0
808,A5527,"BUS, 16 PASSENGER",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,GMC,SAVANA,2000,DOUGLAS PARK CC (801 W. 22ND),2050.0,,154.6355555,48.2586,mileage,25,2121.6150720171004,4349310.897635056,,0.38517590778139504,152.0,0
809,A5643,"TRUCK, AERIAL, 50 FT PLUS BOOM",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FREIGHTLINER,M2-106,2014,EVANS YARD (955 EVANS AVE.),7761.5,,57.06194501,29.41197,mileage,11,1654.6658878795035,12842689.288776768,,0.12536121666104794,320.0,0
810,A7577,"TRUCK, AERIAL, 50 FT PLUS BOOM",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FREIGHTLINER,M2-106,2007,EVANS YARD (955 EVANS AVE.),8127.0,,223.4736124,112.2336,mileage,18,1654.6658878795035,13447469.670796726,,0.18418534785730684,299.0,0
811,A7674,"TRUCK, AERIAL, 50 FT PLUS BOOM",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,STERLING,ACTERRA,2001,EVANS YARD (955 EVANS AVE.),6892.0,,172.0263888,85.98947,mileage,24,1654.6658878795035,11403957.29926554,,0.16569827120443703,304.0,0
812,B7311,"BUS, 23 PASSENGER OR MORE",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,BUS,2008,EVANS YARD (955 EVANS AVE.),3898.0,,153.955277,32.96523,mileage,17,1654.6658878795035,6449887.630954305,,0.13856422005763852,318.0,0
813,B7561,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,F450,2002,SUNSET NURSERY (290 E. 51ST),8965.0,,36.55166638,29.95745,mileage,23,1808.1946636509376,16210465.159630656,,0.20186573216861212,278.0,0
814,B7562,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,F450,2002,SUNSET NURSERY (290 E. 51ST),3622.0,,331.8519447,85.85552,mileage,23,1808.1946636509376,6549281.071743696,,0.26333978521368456,186.0,0
815,B7563,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,F450,2002,SUNSET NURSERY (290 E. 51ST),11050.0,,97.43860555,37.58444,mileage,23,1808.1946636509376,19980551.03334286,,0.2127039937779558,258.0,0
816,B7564,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,F450,2002,SUNSET NURSERY (290 E. 51ST),7274.0,,206.3705556,62.22918,mileage,23,1808.1946636509376,13152807.98339692,,0.23727725187461737,213.0,0
817,B7565,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,F350,2002,SUNSET NURSERY (290 E. 51ST),10019.0,,58.30250168,25.3325,mileage,23,1808.1946636509376,18116302.335118745,,0.20227456365102509,276.0,0
818,B7566,"TRUCK, FLATDECK, LIGHT",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,F350,2002,SUNSET NURSERY (290 E. 51ST),8389.0,,106.3163885,42.0936,mileage,23,2140.9024817627105,17960030.919507377,,0.38640722193993254,150.0,0
819,B7652,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,F450,2003,EVANS YARD (955 EVANS AVE.),5342.0,,414.7802786,49.88281,mileage,22,1808.1946636509376,9659375.893223308,,0.2562573927757646,194.0,0
820,B7680,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,F750,2002,SUNSET NURSERY (290 E. 51ST),4792.0,,130.4922217,73.29611,mileage,23,2121.6150720171004,10166779.425105944,,0.39410036245405206,140.0,0
821,B7681,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,F750,2002,SUNSET NURSERY (290 E. 51ST),5264.0,,255.1983321,41.45111,mileage,23,2121.6150720171004,11168181.739098016,,0.3939337565775243,141.0,0
822,B7684,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,F750,2002,SUNSET NURSERY (290 E. 51ST),9446.0,,74.80000055,32.42863,mileage,23,2121.6150720171004,20040775.97027353,,0.36821799218062534,165.0,0
823,B7686,"TRUCK, AERIAL, 50 FT PLUS BOOM",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,INTERNATIONAL,4700,2002,EVANS YARD (955 EVANS AVE.),1709.0,,241.3513879,67.70166,mileage,23,1654.6658878795035,2827824.002386072,,0.16533003724861256,305.0,0
824,B7687,"TRUCK, AERIAL, 50 FT PLUS BOOM",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,INTERNATIONAL,4700,2002,SUNSET NURSERY (290 E. 51ST),4805.0,,462.5811077,152.20393,mileage,23,1654.6658878795035,7950669.591261014,,0.23146853662295597,224.0,0
825,B7689,"TRUCK, AERIAL, 50 FT PLUS BOOM",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,INTERNATIONAL,4700,2002,SUNSET NURSERY (290 E. 51ST),3116.0,,252.013613,68.7994,mileage,23,1654.6658878795035,5155938.906632533,,0.167115905827306,302.0,0
826,C7507,"TRUCK, AERIAL, 50 FT PLUS BOOM",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FREIGHTLINER,M2-106,2007,SUNSET NURSERY (290 E. 51ST),7396.0,,163.0502785,59.38162,mileage,18,1654.6658878795035,12237908.906756807,,0.15209321282219995,310.0,0
827,C7655,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,F450,2002,QUEEN ELIZABETH PARK,4167.0,,177.7936094,64.87584,mileage,23,1808.1946636509376,7534747.163433457,,0.2351240930604321,218.0,0
828,C7661,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FORD,F350,2000,VANDUSEN GARDENS (5251 OAK),2077.0,,127.1705554,15.61054,mileage,25,1808.1946636509376,3755620.316402997,,0.20588800325412593,270.0,0
829,C7667,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FREIGHTLINER,M2-106,2007,STANLEY PARK SERVICE YD.,5959.0,,130.871388,46.1475,mileage,18,2121.6150720171004,12642704.214149902,,0.3813536406211211,156.0,0
830,C7673,"TRUCK, AERIAL, 50 FT PLUS BOOM",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,INTERNATIONAL,4700,2002,STANLEY PARK SERVICE YD.,5356.0,,172.2286095,84.85975,mileage,23,1654.6658878795035,8862390.495482622,,0.1651900327101583,306.0,0
831,C7682,"TRUCK, CLASS 7, CREW CAB, CHIP BODY",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FREIGHTLINER,M2-106,2013,SUNSET NURSERY (290 E. 51ST),0.0,0.0,48.05083323,15.80945,mileage,12,2144.668000546808,0.0,,0.3690199506848862,164.0,0
832,C7684,"TRUCK, CLASS 7, CREW CAB, CHIP BODY",hvy trk,Parks & Recreation,PARK BOARD QUEEN ELIZABETH DISTRICT,FREIGHTLINER,M2-106,2013,SUNSET NURSERY (290 E. 51ST),1517.0,19.0,48.05083323,15.80945,mileage,12,2144.668000546808,3253461.356829508,,0.3690199506848862,164.0,0
833,C1572,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,997.0,471.9702729,217.64138,hours,20,,123129500.0,123500.0,0.7263954557829557,27.0,0
834,C1573,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1868.0,708.4919488,467.32168,hours,20,,230698000.0,123500.0,0.8434354416871093,8.0,0
835,C1574,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1440.0,507.568055,310.14176,hours,20,,177840000.0,123500.0,0.7614803360753309,22.0,0
836,C1575,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1189.0,700.7977868,431.43499,hours,20,,146841500.0,123500.0,0.830796704295677,11.0,0
837,C1576,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1253.0,469.1961144,269.46219,hours,20,,154745500.0,123500.0,0.7424374499457245,25.0,0
838,C1577,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1218.0,525.0238902,404.07636,hours,20,,150423000.0,123500.0,0.794135749376712,16.0,0
839,C1578,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1624.0,780.471102,536.16336,hours,20,,200564000.0,123500.0,0.8767817588131481,3.0,1
840,C1579,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1196.0,880.5047177,421.41748,hours,20,,147706000.0,123500.0,0.8561945820208644,5.0,0
841,C1580,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1321.0,472.7388836,323.33897,hours,20,,163143500.0,123500.0,0.7601381839495975,23.0,0
842,C1581,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1318.0,553.9236185,306.95614,hours,20,,162773000.0,123500.0,0.76784038517264,19.0,0
843,C1582,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1383.0,897.5802867,418.22247,hours,20,,170800500.0,123500.0,0.8578943553322325,4.0,0
844,C1583,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1116.0,438.8188882,358.43088,hours,20,,137826000.0,123500.0,0.7659049498847903,20.0,0
845,C1584,"TRUCK, REFUSE, REAR LOADER, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1498.0,310.3255518,223.30799,hours,20,,185003000.0,123500.0,0.7024866194009065,29.0,0
846,C1585,"TRUCK, REFUSE, REAR LOADER, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,2100.0,269.0138904,253.4589,hours,20,,259350000.0,123500.0,0.7055060217988574,28.0,0
847,C1586,"TRUCK, REFUSE, REAR LOADER, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1536.0,205.0130548,145.31168,hours,20,,189696000.0,123500.0,0.6609263651511973,32.0,0
848,C1587,"TRUCK, REFUSE, REAR LOADER, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1408.0,207.3466679,134.12668,hours,20,,173888000.0,123500.0,0.6577398065087537,33.0,0
849,C1588,"TRUCK, REFUSE, REAR LOADER, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,881.0,372.8258338,301.81329,hours,20,,108803500.0,123500.0,0.7373990440386841,26.0,0
850,C1718,"TRUCK, AERIAL, 40 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,FS-65,2006,NATIONAL YD. (701 NATIONAL),,298.0,370.0741628,26.86611,hours,19,,32163140.0,107930.0,0.04950568651152194,35.0,0
851,C1719,"TRUCK, AERIAL, 40 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,FS-65,2006,NATIONAL YD. (701 NATIONAL),,201.0,1321.720009,66.15751,hours,19,,21693930.0,107930.0,0.21337277631644846,34.0,0
852,C1720,"TRUCK, AERIAL, 40 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,FS-65,2006,NATIONAL YD. (701 NATIONAL),,1181.0,64.33638906,24.11556,hours,19,,127465330.0,107930.0,0.0,36.0,0
853,D1555,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1379.0,816.1300004,378.71756,hours,20,,170306500.0,123500.0,0.8323730461899608,10.0,0
854,D1556,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1358.0,826.6561093,408.80529,hours,20,,167713000.0,123500.0,0.8436176910731112,7.0,0
855,D1557,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1425.0,594.9972248,416.20943,hours,20,,175987500.0,123500.0,0.8091250471534716,13.0,0
856,D1558,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1394.0,427.4674973,398.41473,hours,20,,172159000.0,123500.0,0.7768175248816009,17.0,0
857,D1559,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1125.0,809.2697186,652.88477,hours,20,,138937500.0,123500.0,0.9184894280037696,1.0,1
858,D1560,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1359.0,434.9558332,293.10932,hours,20,,167836500.0,123500.0,0.744512895621884,24.0,0
859,D1562,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1760.0,469.7416659,337.4203,hours,20,,217360000.0,123500.0,0.764140459013931,21.0,0
860,D1563,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1436.0,829.0452796,624.57137,hours,20,,177346000.0,123500.0,0.9126289622257691,2.0,1
861,D1564,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1391.0,668.1772186,350.12856,hours,20,,171788500.0,123500.0,0.7997459719911203,14.0,0
862,D1566,"TRUCK, REFUSE, SIDE LOADER, AUTOMATED, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,STERLING,CONDOR,2005,MANITOBA YD. (250 W. 70TH),,1040.0,469.1405565,360.70504,hours,20,,128440000.0,123500.0,0.7714512967369994,18.0,0
